id,amount,currency,merchant_name,issued_at,sender_account_id,recipient_account_id,credit_card_id
328,4129.96,EUR,Rey EI,2023-05-08T04:42:18+02:00,968,715,968
329,9308.17,EUR,Dupuis SEM,2010-07-28T22:38:26+02:00,201,275,201
330,6855.77,EUR,Colin EI,2011-09-24T23:30:04+02:00,470,352,470
331,997.12,EUR,Nguyen et Paul,2020-09-29T02:28:43+02:00,401,528,401
332,9470.41,UGX,Lecomte GIE,2007-10-19T13:52:57+02:00,94,192,94
333,9708.35,EUR,Prevost SCOP,2020-10-19T02:38:37+02:00,169,662,169
334,533.46,EUR,Fournier SCOP,1999-11-08T14:14:11+01:00,716,852,716
335,3050.97,EUR,Marty SEM,2008-02-17T07:19:51+01:00,429,648,429
336,1115.6,EUR,Remy SEM,2021-11-22T18:10:09+01:00,49,610,49
337,4217.88,EUR,Marchal SCOP,2005-11-02T17:53:19+01:00,884,398,212
338,8083.65,EUR,Menard EURL,2019-09-06T12:23:27+02:00,653,778,653
339,2517.21,EUR,Lemaire EURL,2020-11-01T12:28:10+01:00,391,470,391
340,9829.78,EUR,Rodriguez et Dubois,2007-03-16T21:40:08+01:00,754,551,754
341,393809.63,EUR,Dupuis SAS,2017-04-03T08:54:52+02:00,651,277,651
342,5575.02,EUR,Guillot SA,2005-09-19T16:56:19+02:00,268,829,268
343,7966.46,EUR,Louis et Gaillard,2018-05-08T10:20:07+02:00,250,303,250
344,1083.46,EUR,Picard SAS,2004-10-20T02:04:05+02:00,280,477,280
345,5227.38,EUR,Leroux SCOP,2005-03-13T09:17:50+01:00,52,809,52
346,6610.3,EUR,Joly et Gauthier,2003-10-21T14:57:15+02:00,318,460,318
347,386460.28,EUR,Mathieu GIE,2003-09-29T17:20:04+02:00,245,198,245
348,8618.59,EUR,Gautier et Renard,2010-02-16T18:54:03+01:00,289,766,289
349,1865.47,EUR,Baron SEM,2006-07-19T09:02:36+02:00,412,29,412
350,5525.11,EUR,Brunet EI,2022-05-22T08:06:09+02:00,464,688,464
351,7334.34,EUR,Adam et Morin,1999-10-19T07:41:46+02:00,908,449,908
352,6505.19,RUB,Bertrand SAS,2003-03-30T17:49:31+02:00,95,90,95
353,7462.16,EUR,Schneider et Meyer,2023-01-02T17:35:53+01:00,992,228,992
354,822215.72,EUR,Deschamps et Rousseau,2013-03-08T03:32:45+01:00,72,209,72
355,938.54,EUR,Gerard SAS,2009-08-08T21:33:55+02:00,957,533,957
356,5494.08,EUR,Poirier et Le roux,2004-02-09T06:55:30+01:00,802,759,802
357,2966.84,LKR,Hubert SEM,2017-11-03T03:03:49+01:00,914,24,914
358,8021.57,EUR,Riviere GIE,2014-09-08T17:29:14+02:00,487,760,819
359,1084.64,EUR,Lemaire GIE,2005-11-16T01:55:34+01:00,636,587,279
360,3109.99,EUR,Richard et Rousseau,2022-08-19T17:38:59+02:00,624,753,48
361,114.59,EUR,Henry et Renault,2022-07-12T11:47:40+02:00,736,130,736
362,3706.22,EUR,Vasseur SAS,2017-12-01T08:58:53+01:00,511,816,511
363,5571.06,EUR,Fabre SEM,2003-06-22T17:02:02+02:00,898,870,898
364,3014.11,EUR,Perrin et Le roux,2007-06-26T13:13:15+02:00,644,855,644
365,2772.24,EUR,Charles et Richard,2003-03-14T11:26:48+01:00,565,292,565
366,6873.4,EUR,Renault GIE,2023-05-26T00:53:59+02:00,403,301,403
367,1788.4,EUR,Lemaire SA,2002-05-28T12:35:39+02:00,467,955,467
368,9077.33,EUR,Leclerc SA,2006-06-20T22:21:40+02:00,276,176,276
369,9736.09,EUR,Simon et Giraud,2001-10-30T07:19:46+01:00,609,772,609
370,175.13,EUR,Gautier et Marie,2008-08-14T18:16:27+02:00,921,629,921
371,7479.78,EUR,Andre SEM,2003-02-04T08:15:10+01:00,539,665,539
372,8764.1,EUR,Perrin SAS,2016-07-10T17:58:44+02:00,179,30,179
373,1240.99,BTC,Collet et Dumont,2021-10-05T21:53:59+02:00,175,408,175
374,8880.86,EUR,Roger et Collet,2000-09-21T14:23:25+02:00,392,924,392
375,4377.01,EUR,Roux et Lopez,2016-02-06T16:46:58+01:00,970,132,970
376,2629.34,EUR,Vidal SEM,2002-12-29T13:11:09+01:00,14,537,14
377,7450.76,EUR,Pons et Girard,1999-04-22T02:59:34+02:00,632,324,651
378,5263.48,EUR,Julien et Gaillard,2023-03-24T21:34:21+01:00,550,14,550
379,2651.72,EUR,Gerard et Noel,2023-07-12T06:12:38+02:00,272,599,205
380,9589.65,EUR,Andre et Rey,2023-12-15T09:55:35+01:00,139,749,139
381,5449.05,EUR,David et Nguyen,2004-10-10T16:03:28+02:00,878,178,878
382,7441.96,EUR,Leroux et Robin,2014-06-15T05:06:06+02:00,366,130,366
383,4188.3,HUF,Schneider et Barre,2015-08-03T14:57:41+02:00,502,89,502
384,191.7,EUR,Dumas SA,2017-05-21T08:05:16+02:00,653,858,653
385,1294.46,KHR,Riviere EURL,2018-05-18T01:08:38+02:00,552,477,552
386,6065.7,EUR,Henry EURL,2006-01-21T20:36:47+01:00,462,999,462
387,2168.11,EUR,Dupuis et Lemoine,2013-12-02T03:40:39+01:00,543,577,543
388,8464.54,EUR,Aubert et Marty,2023-04-18T16:50:09+02:00,368,1,368
389,5054.76,RUB,Brun et Garnier,2009-11-24T10:37:01+01:00,713,72,713
390,7297.66,EUR,Brun et Durand,2013-04-11T10:39:28+02:00,859,950,859
391,6559.43,EUR,Renaud et Dubois,2007-09-11T02:02:33+02:00,867,325,867
392,505.21,EUR,Nguyen EURL,2012-05-30T07:17:31+02:00,764,154,764
393,8485.41,EUR,Leclerc SCOP,2006-09-08T06:47:56+02:00,37,503,37
394,495493.94,EUR,Paul et Blanc,2000-09-03T19:37:37+02:00,175,791,175
395,9382.77,EUR,Le roux GIE,2014-10-06T14:06:03+02:00,950,461,950
396,10.24,EUR,Lacroix GIE,2009-04-30T01:10:38+02:00,425,907,425
397,3041.02,EUR,Menard et Schneider,2016-09-17T04:27:11+02:00,933,728,933
398,5341.76,EUR,Rolland GIE,2008-07-04T09:37:54+02:00,74,34,74
399,4320.27,EUR,Rey SARL,2000-06-10T05:47:38+02:00,973,3,973
400,5308.9,VES,Perez SARL,2009-11-20T05:09:48+01:00,834,460,834
401,9160.61,EUR,Guillaume et Lemoine,2023-12-28T03:09:14+01:00,50,295,50
402,9048.45,EUR,Simon EURL,2016-03-01T04:32:12+01:00,999,948,999
403,9702.05,EUR,Mathieu SA,2000-01-13T19:47:07+01:00,779,665,779
404,4430.28,EUR,Paul et Roussel,2022-05-11T20:53:19+02:00,671,141,671
405,4878.09,EUR,Charpentier SA,2003-09-17T19:30:33+02:00,809,469,809
406,5759.8,EUR,Lefevre et Da silva,2012-01-29T15:04:57+01:00,273,84,273
407,522365.07,EUR,Meyer SAS,1999-10-10T16:45:42+02:00,101,789,101
408,2809.14,EUR,Caron et Giraud,2002-08-14T19:38:13+02:00,164,121,164
409,3646.49,EUR,Muller et Baron,2020-12-02T19:43:27+01:00,718,382,718
410,3334.77,EUR,Renault et Lopez,2023-02-25T00:57:35+01:00,477,44,477
411,4898.93,EUR,Barbier SA,2016-06-15T16:46:23+02:00,353,308,353
412,8908.33,EUR,Deschamps SCOP,2004-07-08T09:13:48+02:00,570,817,570
413,1242.2,EUR,Guyot et Leclerc,2017-05-12T23:30:05+02:00,583,694,583
414,9476.75,EUR,Robin et Bernard,2004-11-14T17:22:35+01:00,339,258,339
415,488313.89,EUR,Guerin et Lambert,2000-01-04T06:33:47+01:00,976,963,976
416,5364.11,EUR,Moulin et Guillot,2017-01-05T14:26:36+01:00,60,482,60
417,3194.93,EUR,Carre et Fernandez,2006-08-08T13:52:18+02:00,661,379,661
418,7139.56,EUR,Remy SCOP,2019-03-22T07:18:26+01:00,304,287,304
419,5756.95,EUR,Barbier EURL,2009-05-28T12:34:20+02:00,714,745,714
420,5038.61,EUR,Dupuis SEM,2017-09-12T12:35:32+02:00,903,620,813
421,3593.11,EUR,Maillard et Lambert,2007-02-09T06:06:14+01:00,564,693,564
422,5986.79,EUR,Guyot et Dufour,2022-12-28T10:22:00+01:00,28,964,28
423,5768.36,EUR,Louis SAS,2017-08-12T13:47:33+02:00,755,527,755
424,3980.54,EUR,Da silva et Richard,2009-03-01T18:17:05+01:00,319,627,319
425,4844.52,EUR,Bourgeois SARL,2006-09-01T00:48:24+02:00,804,202,804
426,7292.24,EUR,Hubert et Fabre,2013-04-18T19:39:49+02:00,448,435,448
427,44.63,EUR,Guillot EURL,2023-12-26T09:04:26+01:00,752,19,752
428,7546.62,EUR,Jacquet et Collet,2015-08-07T11:45:39+02:00,370,456,12
429,8538.11,EUR,Durand SARL,2001-12-21T19:14:15+01:00,344,340,344
430,5596.75,EUR,Lefebvre GIE,2018-07-15T11:10:36+02:00,179,740,179
431,5970.48,EUR,Da silva et Philippe,2000-03-29T21:44:06+02:00,444,415,444
432,6772.14,EUR,Guyot et Aubry,2004-01-04T11:20:39+01:00,986,303,986
433,1051.17,EUR,Vincent et Aubry,1999-09-21T21:24:48+02:00,220,27,220
434,2235.47,EUR,Marty et Laine,2016-10-12T12:52:48+02:00,788,513,788
435,6565.65,EUR,Morin et Gaillard,2007-06-26T14:56:32+02:00,744,831,744
436,6970.16,EUR,Royer et Dubois,2017-01-27T14:18:01+01:00,937,794,937
437,8433.27,EUR,Martin GIE,2002-09-22T11:05:02+02:00,300,252,300
438,1355.65,EUR,Paris SA,2017-01-04T22:26:34+01:00,978,337,978
439,1799.78,EUR,Renard SCOP,2003-03-14T05:15:23+01:00,38,507,38
440,8134.38,EUR,Roche GIE,2008-04-29T10:58:09+02:00,452,608,452
441,9718.49,EUR,Renault et Perrot,2014-05-09T18:24:46+02:00,958,685,958
442,3332.94,EUR,Riviere et Dumas,2000-12-07T20:19:37+01:00,237,813,237
443,5251.53,EUR,Marie et Huet,2014-04-11T18:34:11+02:00,298,346,298
444,3849.51,EUR,Marty EURL,2005-03-30T03:22:27+02:00,229,875,229
445,6015.27,EUR,Moreau et Barre,2018-09-20T23:01:02+02:00,841,130,841
446,4496.4,EUR,Charles EI,2023-12-04T20:50:54+01:00,780,381,780
447,1891.55,EUR,Rolland SAS,2023-06-30T03:15:17+02:00,476,463,476
448,542.51,EUR,Rodriguez et Leclerc,2002-12-04T20:17:03+01:00,494,964,914
449,3316.46,EUR,Gonzalez et Olivier,2020-03-27T21:20:59+01:00,334,49,334
450,890.26,EUR,Roux et Denis,2002-03-17T01:39:43+01:00,633,402,633
451,6583.08,EUR,Menard GIE,2003-04-06T21:27:09+02:00,135,936,135
452,5794.51,EUR,Colin et Bernard,2017-09-19T11:21:33+02:00,652,966,82
453,3261.85,EUR,Gonzalez SA,2010-07-29T15:42:28+02:00,318,971,318
454,4400.51,EUR,Martin EURL,2003-05-24T17:40:44+02:00,542,368,542
455,345.72,EUR,Hubert et Picard,2000-09-16T20:28:44+02:00,548,271,548
456,8653.76,EUR,Roger SARL,2010-08-14T15:42:52+02:00,521,481,521
457,2643.22,EUR,Hubert et David,2023-03-07T17:55:10+01:00,381,123,381
458,9463.43,EUR,Menard GIE,2006-08-03T02:09:49+02:00,654,173,654
459,8392.12,EUR,Masson SAS,2008-02-04T16:34:32+01:00,90,504,90
460,1593.58,EUR,David SAS,1999-10-07T17:05:32+02:00,952,529,952
461,9411.19,EUR,Fabre SAS,2023-10-04T18:09:54+02:00,136,759,136
462,6617.62,TWD,David EI,2005-05-31T16:05:52+02:00,432,617,432
463,2177.04,EUR,Collet et Roussel,2008-08-25T09:03:57+02:00,726,48,726
464,7641.56,EUR,Simon SCOP,2004-12-09T18:24:46+01:00,516,309,516
465,6433.9,EUR,Guillot et Huet,2009-11-21T08:17:05+01:00,59,379,59
466,7240.1,EUR,Gerard et Marty,2020-06-29T02:04:31+02:00,311,575,311
467,3340.21,EUR,Philippe SA,2022-12-19T19:59:55+01:00,364,619,364
468,2370.24,EUR,Lefevre et Renaud,2009-07-21T20:36:30+02:00,692,822,692
469,680.05,EUR,Dupuis SEM,2006-04-22T23:37:00+02:00,332,661,332
470,898580.73,EUR,Dufour et Duval,2019-04-19T04:17:22+02:00,294,186,294
471,1436.16,EUR,Colin SEM,2015-04-23T20:45:18+02:00,681,124,681
472,318.91,BRL,Martin et Rolland,2012-04-06T15:33:17+02:00,421,395,421
473,912009.58,EUR,Boyer GIE,2009-09-21T11:01:57+02:00,193,658,193
474,9288.97,EUR,Legrand et Gauthier,2017-03-25T09:11:45+01:00,272,716,272
475,911.08,EUR,Durand EURL,2011-08-29T09:54:57+02:00,919,893,919
476,9094.92,EUR,Benoit SAS,2017-09-22T01:48:29+02:00,150,586,150
477,8250.43,EUR,Philippe GIE,2010-05-19T07:36:20+02:00,621,105,621
478,651.92,EUR,Muller et Hubert,2003-07-05T07:45:27+02:00,623,972,623
479,3725.87,EUR,Picard et Morel,2023-06-01T09:49:22+02:00,503,279,503
480,1185.53,EUR,Dumont EURL,2022-02-09T14:21:11+01:00,84,381,84
481,4881.22,EUR,Roche et Dumont,2020-02-06T09:32:56+01:00,220,190,220
482,8907.51,EUR,Lecomte SARL,2017-01-06T03:54:02+01:00,714,624,296
483,2931.86,EUR,Gauthier GIE,2018-11-28T22:01:10+01:00,172,768,172
484,4720.64,EUR,Mathieu et Bertrand,2001-02-21T21:46:11+01:00,61,847,61
485,8717.3,EUR,Caron et Bourgeois,2007-08-02T12:09:52+02:00,437,658,437
486,8822.05,EUR,Colin SA,2002-05-14T17:10:18+02:00,375,666,375
487,3169.97,EUR,Duval et Henry,2006-04-18T06:08:20+02:00,784,563,784
488,537.13,EUR,Vidal EI,2012-04-03T11:50:26+02:00,918,948,918
489,6837.05,EUR,Guerin et Le roux,2011-03-14T11:06:20+01:00,882,178,876
490,7475.23,EUR,Prevost et Gaillard,1999-12-29T18:56:58+01:00,368,874,368
491,7168.85,EUR,Sanchez et Blanchard,2003-09-19T23:06:54+02:00,775,798,775
492,6749.17,EUR,Muller et Durand,2017-04-22T00:11:10+02:00,210,769,210
493,2775.18,EUR,Vidal et Girard,2017-12-04T00:46:58+01:00,660,513,669
494,9076.92,EUR,Lemaire SEM,2007-12-30T22:24:14+01:00,660,749,350
495,3035.94,EUR,Breton SARL,2002-12-09T21:32:10+01:00,269,175,269
496,1075.37,EUR,Durand et Richard,2003-08-18T07:25:31+02:00,255,237,255
497,3981.44,EUR,Noel SEM,2005-03-29T09:10:37+02:00,750,440,750
498,4094.77,EUR,Louis SEM,2006-07-26T00:25:29+02:00,283,726,283
499,6397.1,EUR,Laurent SAS,2018-12-19T17:45:46+01:00,932,771,932
500,5974.18,EUR,Giraud et Bernard,2000-12-09T15:23:42+01:00,680,482,680
501,3589.81,EUR,Moreau et Leroux,2008-01-13T18:30:30+01:00,136,189,136
502,6910.42,EUR,Dupuis GIE,2011-04-13T09:45:06+02:00,369,257,369
503,904.25,EUR,Bertrand et Richard,2022-08-10T10:27:47+02:00,717,90,717
504,2090.67,EUR,Blanchard SA,2002-03-28T22:34:40+01:00,56,280,56
505,665.43,EUR,Bonnet EURL,2023-01-03T21:53:02+01:00,129,914,129
506,2984.97,EUR,Gaillard et Bonnet,2015-10-26T21:42:53+01:00,60,890,60
507,7748.62,EUR,Leclercq SCOP,2005-06-03T02:23:10+02:00,428,200,428
508,5546.01,EUR,Guyot et Morel,2007-08-24T23:41:28+02:00,64,860,64
509,3044.33,PAB,Julien SAS,1999-03-24T15:17:12+01:00,814,691,814
510,3777.32,EUR,Roussel et Morel,2023-02-24T17:56:30+01:00,577,569,577
511,9913.15,EUR,Vincent et Dumas,2021-09-23T00:59:55+02:00,801,886,801
512,6804.99,EUR,Royer et Thomas,1999-07-24T18:32:28+02:00,855,107,855
513,3665.59,EUR,Dufour EI,2006-09-02T04:07:56+02:00,721,263,721
514,7090.18,EUR,Hubert SEM,2019-11-08T11:18:56+01:00,42,563,42
515,1935.9,EUR,Renault SA,2007-02-06T13:05:46+01:00,79,507,79
516,2154.55,EUR,Roussel et Brun,2007-06-14T16:07:03+02:00,623,278,623
517,9702.84,EUR,Rodriguez EI,2014-02-26T13:00:53+01:00,410,415,410
518,7734.73,EUR,Renault et Lambert,2019-07-13T17:21:42+02:00,699,616,699
519,3181.83,GTQ,Remy et Roy,2011-02-17T23:20:12+01:00,647,831,647
520,8890.64,EUR,Nicolas et Pierre,2017-10-16T13:21:31+02:00,319,307,319
521,13208.19,EUR,Menard EURL,2007-09-08T18:43:39+02:00,411,27,411
522,3518.91,EUR,Carre et Henry,2016-03-31T14:35:46+02:00,54,149,54
523,5671.58,EUR,Fabre GIE,2014-11-10T12:31:30+01:00,602,99,602
524,2265.7,EUR,Jean SARL,2009-12-15T14:06:25+01:00,164,958,164
525,2455.95,EUR,Chevalier et Gerard,2007-05-02T10:18:25+02:00,479,156,479
526,920212.92,EUR,Prevost et Colin,2021-03-18T07:34:19+01:00,222,300,222
527,10.54,EUR,Bonnet SCOP,2019-01-11T23:31:03+01:00,341,110,341
528,1093.73,EUR,Nguyen SARL,1999-04-06T07:26:01+02:00,192,566,192
529,1818.15,EUR,Pons SCOP,2023-11-03T12:40:22+01:00,239,502,239
530,4795.19,EUR,Lopez EURL,2018-03-09T04:26:54+01:00,575,838,575
531,5793.03,EUR,Riviere et Rodriguez,2011-05-01T05:52:38+02:00,540,565,540
532,2431.67,EUR,Henry SEM,2005-09-09T21:38:59+02:00,775,571,775
533,6587.68,EUR,Lopez et Barbier,2011-09-02T02:23:01+02:00,799,910,799
534,2456.35,EUR,Andre SEM,2015-03-20T15:18:27+01:00,199,795,199
535,4862.6,EUR,Bernard SCOP,2000-07-12T15:37:28+02:00,227,1,227
536,4767.05,DOP,Jacquet SEM,2022-12-27T12:15:38+01:00,371,579,371
537,2728.98,EUR,Sanchez et Adam,2022-01-02T09:48:30+01:00,340,511,340
538,9469.03,EUR,Lopez SA,2003-07-31T02:13:43+02:00,682,913,682
539,3765.07,EUR,Dumont EI,2001-08-17T10:10:53+02:00,160,825,160
540,1121.87,EUR,Louis SA,2018-03-12T05:06:20+01:00,685,305,685
541,6473.42,EUR,Colin GIE,2022-04-27T11:53:08+02:00,737,114,737
542,2988.46,EUR,Aubert et Simon,2008-01-22T19:25:03+01:00,235,564,235
543,242.05,EUR,David et Jean,2005-11-18T08:35:20+01:00,248,387,248
544,545.13,EUR,Sanchez SA,2007-02-13T11:33:27+01:00,292,316,292
545,6899.51,EUR,Meunier et Lemoine,2013-08-02T00:52:02+02:00,326,225,326
546,823.62,EUR,Vincent et Lacroix,2010-06-03T16:02:14+02:00,877,107,877
547,3064.86,EUR,Da silva et Dupuy,2020-01-16T15:41:49+01:00,834,562,834
548,4718.17,EUR,Berger SA,2008-12-23T19:35:34+01:00,728,374,728
549,5996.83,EUR,Perrin et Rousseau,2006-09-28T07:54:34+02:00,813,81,813
550,2548.59,GTQ,Clement et Colin,2001-07-03T22:00:46+02:00,998,871,998
551,7533.52,EUR,Girard EURL,2016-06-08T14:44:54+02:00,22,572,22
552,7409.98,EUR,Lopez EURL,2023-09-05T13:22:37+02:00,330,755,641
553,1343.8,EUR,Garnier SEM,2019-06-12T08:28:01+02:00,682,811,682
554,6903.68,EUR,Fleury et Nguyen,2019-04-09T01:56:07+02:00,143,579,143
555,150.55,EUR,Charles SAS,2013-03-18T02:40:40+01:00,239,291,239
556,489.5,EUR,Perrin et Morel,2019-08-31T14:20:57+02:00,452,233,452
557,8864.53,EUR,Gauthier et Riviere,2007-04-15T06:27:28+02:00,974,200,974
558,4354.96,EUR,Paul SCOP,2005-01-27T03:42:38+01:00,759,920,759
559,9800.47,EUR,Paris et Meyer,2014-06-03T04:57:46+02:00,358,606,358
560,4225.88,EUR,Dupuy SA,2017-11-16T03:36:10+01:00,730,652,730
561,1594.67,EUR,Martin EURL,2005-02-16T02:45:57+01:00,549,877,549
562,157.33,EUR,Picard SEM,2005-11-22T23:35:25+01:00,731,16,731
563,408825.72,EUR,Renaud GIE,2003-10-09T15:29:10+02:00,797,868,797
564,3889.2,EUR,Picard SCOP,2020-11-19T19:20:46+01:00,557,355,258
565,8904.23,EUR,Le gall SA,2004-08-27T21:16:14+02:00,13,573,13
566,3858.4,EUR,Breton et Laine,2000-07-30T04:50:32+02:00,261,265,261
567,4774.12,EUR,Guillot et Pons,2017-01-27T16:36:56+01:00,428,970,428
568,438787.62,EUR,Colin SARL,2001-11-30T01:53:38+01:00,281,363,281
569,3426.47,EUR,Vasseur et Aubry,2010-05-12T00:38:29+02:00,236,870,236
570,3871.31,EUR,Cousin EI,2004-05-02T03:53:58+02:00,235,732,235
571,8039.79,EUR,Paul et Sanchez,2018-11-06T08:36:40+01:00,843,986,843
572,1881.6,EUR,Richard et Martinez,2008-07-04T14:33:10+02:00,364,889,364
573,5904.63,EUR,Renard et Lecomte,2003-12-16T00:33:33+01:00,329,751,329
574,2110.31,EUR,Garnier et Fleury,2008-10-24T22:19:58+02:00,135,56,135
575,50.88,EUR,Aubry et Clement,2000-02-19T13:23:45+01:00,99,841,99
576,4716.24,EUR,Dubois SAS,2003-01-07T14:58:52+01:00,780,726,780
577,4318.63,EUR,Jacquet SEM,2002-01-06T01:20:13+01:00,763,594,763
578,8845.24,EUR,Clement et Roche,2003-11-26T06:01:06+01:00,477,898,961
579,7296.02,EUR,Perrin et Barre,2010-08-11T11:57:35+02:00,766,298,766
580,7746,EUR,Remy et Roger,2004-11-17T00:16:25+01:00,970,483,970
581,2262.42,EUR,Morin et Da silva,2016-09-14T03:53:23+02:00,635,974,635
582,5769.83,EUR,Guillaume EURL,2017-04-29T08:36:09+02:00,844,247,844
583,7988.75,EUR,Dufour et Martin,2003-03-08T07:01:02+01:00,477,548,477
584,916467.58,EUR,Meyer et Poirier,2011-11-10T11:39:20+01:00,387,194,387
585,754.91,EUR,Fabre SAS,1999-04-09T19:12:43+02:00,280,84,280
586,9034.1,EUR,Pons SA,2013-11-05T11:29:13+01:00,983,783,983
587,1363.62,EUR,Gonzalez et Perez,2016-11-03T15:20:43+01:00,217,600,217
588,5047.92,EUR,Vidal et Blanchard,2023-11-20T07:41:58+01:00,402,806,521
589,263692.42,EUR,Guerin EI,2012-07-24T01:27:50+02:00,577,63,577
590,8752.72,EUR,Marie SCOP,2010-05-27T01:14:15+02:00,349,208,349
591,7735.77,EUR,Caron SAS,2017-04-22T10:48:09+02:00,767,715,767
592,8297.2,EUR,Gaillard et Andre,2015-12-17T05:02:44+01:00,200,163,200
593,5151.16,EUR,Fournier et Benoit,2016-02-10T08:58:57+01:00,925,747,526
594,5017.21,EUR,Barre et Denis,2018-03-17T19:42:23+01:00,756,13,756
595,5810.54,EUR,Mercier SCOP,2014-05-10T14:01:57+02:00,20,143,20
596,1795.95,EUR,Marie et Arnaud,2015-12-20T06:09:11+01:00,94,572,94
597,8144.12,QAR,Joly et Nicolas,2010-02-08T23:36:22+01:00,717,129,717
598,4571.6,EUR,Marchand SAS,2004-07-05T11:39:15+02:00,765,932,765
599,7960.13,EUR,Moreau SEM,2018-01-04T17:12:55+01:00,554,20,554
600,5179.68,EUR,Morel et Fleury,2003-09-13T21:52:09+02:00,618,861,618
601,3256.87,EUR,Rodriguez et Dubois,2014-09-09T02:57:49+02:00,842,142,842
602,5039.07,EUR,Martinez GIE,2010-06-12T06:55:21+02:00,997,452,997
603,6884.58,EUR,Pons et Clement,2007-09-26T17:08:57+02:00,913,428,913
604,2299.92,EUR,Remy EI,2013-10-10T22:22:10+02:00,306,813,306
605,1034.51,EUR,Martin et Martinez,2016-08-01T20:00:13+02:00,650,396,650
606,2555.23,EUR,Caron SARL,2003-01-31T02:36:33+01:00,843,170,843
607,2269.73,EUR,Francois SARL,2012-03-24T04:48:25+01:00,640,436,640
608,1918.72,EUR,Vincent SA,2002-02-09T03:36:47+01:00,83,837,83
609,8768.7,EUR,Richard EURL,2006-01-22T14:18:56+01:00,493,324,493
610,588.52,EUR,Andre GIE,2010-03-23T03:46:43+01:00,605,739,605
611,9863.81,EUR,Bourgeois et Aubry,2007-04-07T02:53:18+02:00,223,14,223
612,8086.74,EUR,Thomas GIE,2022-10-28T15:44:34+02:00,443,532,443
613,4618.44,EUR,Bertrand et Le roux,2021-07-18T18:47:48+02:00,903,9,903
614,2616.71,EUR,Morin et Renaud,2023-03-24T05:35:54+01:00,482,168,482
615,2844.02,EUR,Roussel SEM,2014-07-04T06:17:56+02:00,287,254,287
616,268.55,EUR,Legrand et Renaud,2000-03-06T12:11:16+01:00,570,394,570
617,6002.2,EUR,Aubry et Lemaire,2003-05-07T16:54:21+02:00,450,821,450
618,6885.62,EUR,Maillard et Fernandez,2005-12-12T08:23:58+01:00,45,61,45
619,4189.69,BMD,Moulin et Roger,2002-03-17T09:03:53+01:00,483,795,483
620,1068.17,EUR,Gauthier et Louis,2009-07-23T22:59:59+02:00,658,690,658
621,6407.64,EUR,Rolland et Renaud,2012-01-23T02:33:21+01:00,591,447,591
622,345528.11,EUR,Guillaume et Leroux,2023-01-29T23:39:13+01:00,488,541,488
623,7687.44,SGD,Julien et Bertrand,2008-08-05T13:13:33+02:00,205,44,205
624,9420.08,EUR,Pons EURL,2001-09-02T21:26:17+02:00,142,267,142
625,7680.3,EUR,Rey SA,2001-11-03T07:24:58+01:00,122,200,122
626,9311.94,EUR,Martin et Noel,2013-05-29T18:12:19+02:00,106,18,106
627,9002.88,EUR,Deschamps et Bernard,2012-01-13T23:17:53+01:00,352,924,352
628,7418.3,DOP,Chevalier GIE,2022-12-25T19:33:55+01:00,389,358,389
629,7205.96,EUR,David EURL,2013-12-24T12:56:24+01:00,197,640,197
630,7167.1,EUR,Robert et Breton,2009-12-04T00:14:55+01:00,767,751,767
631,5980.12,EUR,Barbier et Simon,2006-10-08T21:11:59+02:00,136,362,136
632,305.21,EUR,Robert SA,2009-06-21T17:15:41+02:00,648,469,648
633,257.47,EUR,Aubry et Marchal,2007-12-20T21:33:12+01:00,777,503,777
634,4435.24,AED,Menard et Noel,2022-11-27T04:56:56+01:00,742,944,742
635,9427.51,AWG,Marchal GIE,2005-01-10T18:16:44+01:00,331,935,331
636,6635.15,EUR,Gaillard SEM,2017-02-09T06:33:42+01:00,899,455,899
637,4463.4,EUR,Lecomte SARL,2020-06-09T13:19:20+02:00,261,838,261
638,7418.85,EUR,Bourgeois et Charpentier,1999-07-09T00:02:36+02:00,361,414,361
639,6160.11,EUR,Lefebvre et Rousseau,2005-12-09T08:14:46+01:00,312,158,312
640,8854.4,EUR,Riviere SA,2021-05-04T20:39:22+02:00,31,463,31
641,7623.11,EUR,Da silva EURL,2003-11-05T14:19:15+01:00,373,821,373
642,897.74,EUR,Dumont et Morin,2005-04-30T18:30:23+02:00,443,725,443
643,8434.99,EUR,Lambert SARL,2022-12-07T04:24:06+01:00,862,674,862
644,8823.19,EUR,Julien GIE,2003-12-23T12:51:45+01:00,352,129,352
645,4375.69,EUR,Marchal EURL,2013-10-24T23:38:38+02:00,549,244,549
646,9338.1,EUR,Charpentier et Muller,2002-12-04T19:18:25+01:00,624,906,624
647,8514.86,EUR,Poirier EI,2001-02-10T07:33:44+01:00,41,245,41
648,6848.86,EUR,Colin et Giraud,2017-09-05T13:41:09+02:00,400,823,400
649,8409.32,EUR,Blanc SA,2020-04-27T11:22:04+02:00,335,58,335
650,9935.47,EUR,Olivier et Barre,2007-01-10T09:41:44+01:00,764,891,764
651,1965.65,EUR,Menard GIE,2003-08-28T14:17:04+02:00,737,931,737
652,7822.07,EUR,Gonzalez et Carpentier,2001-01-23T13:34:20+01:00,394,478,394
653,636.91,EUR,Blanchard et Garnier,2000-02-14T17:37:31+01:00,799,974,799
654,8454.72,EUR,Gonzalez et Baron,2007-07-27T02:30:31+02:00,49,546,49
