name,platform,year,genre,publisher,NA_sales,EU_sales,JP_sales,other_sales
NBA 2K11,PS2,2010,Action,Take-Two Interactive,340000,10000,0,60000
That's So Raven,GBA,2004,Adventure,Disney Interactive Studios,540000,200000,0,10000
Lara Croft Tomb Raider: The Angel of Darkness,PS2,2003,Action,Eidos Interactive,610000,480000,0,160000
Mega Man X6,PS,2001,Action,Capcom,140000,100000,160000,30000
F.E.A.R.,PS3,2007,Shooter,Vivendi Games,180000,270000,0,100000
Hanasaku Manimani,PSV,2014,Adventure,5pb,0,0,10000,0
Doom (2016),PC,2016,Shooter,Bethesda Softworks,60000,100000,0,10000
The History Channel: Great Battles - Medieval,PS3,,Strategy,Slitherine Software,0,40000,0,10000
Tomb Raider: Underworld,DS,2008,Action,Eidos Interactive,160000,30000,0,20000
NHL Hitz Pro,GC,,Sports,Unknown,30000,10000,0,0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,XB,2005,Action,Konami Digital Entertainment,30000,10000,0,0
Marie no Atelier: Salburg no Renkinjutsushi,PS,1997,Role-Playing,Gust,0,0,230000,20000
Super Bust-A-Move,PS2,2000,Puzzle,Acclaim Entertainment,170000,130000,0,40000
Tales of Innocence,DS,2007,Role-Playing,Namco Bandai Games,0,0,260000,0
World Sports Competition,PS3,2009,Sports,Hudson Soft,20000,0,0,10000
Tropico 3,X360,2009,Strategy,Kalypso Media,150000,20000,30000,20000
Minna no Sukkiri,PSP,2009,Sports,Sony Computer Entertainment,0,0,60000,0
Magic: The Gathering - Battlemage,PS,1997,Strategy,Acclaim Entertainment,70000,50000,0,10000
EX Monopoly,GBA,2001,Misc,Takara,160000,60000,0,0
Dragon Age Origins: Awakening,X360,2010,Role-Playing,Electronic Arts,330000,100000,0,40000
NBA Live 10,PS3,2009,Sports,Electronic Arts,460000,30000,10000,50000
Naruto Shippuden: Naruto vs. Sasuke,DS,2008,Action,Takara Tomy,80000,0,30000,10000
Billy Hatcher and the Giant Egg,GC,2003,Platform,Sega,190000,50000,0,10000
Tomoyo After: It's a Wonderful Life CS Edition,PS2,2007,Adventure,Prototype,0,0,10000,0
Atsumare! Power Pro Kun no DS Koushien,DS,,Sports,,0,0,100000,0
Kung-Fu Master,2600,1987,Action,Activision,600000,40000,0,10000
Dungeon Siege III,X360,2011,Role-Playing,Square Enix,210000,120000,10000,30000
Street Fighter Alpha 2,SAT,1995,Fighting,Virgin Interactive,0,0,320000,0
Gladius,GC,2003,Strategy,Activision,60000,10000,0,0
Chrono Cross,PS,1999,Role-Playing,SquareSoft,620000,420000,690000,120000
Last Escort: Club Katze,PSP,2010,Adventure,D3Publisher,0,0,30000,0
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari,1150000,0,760000,1090000
Unreal Tournament 2004,PC,2004,Shooter,Atari,0,10000,0,0
Bakugan: Rise of the Resistance,DS,2011,Strategy,Activision,60000,20000,0,10000
Destiny: The Collection,PS4,2016,Shooter,Activision,10000,40000,0,10000
Inspector Gadget: Gadget's Crazy Maze,PS,2001,Puzzle,Ubisoft,30000,20000,0,0
Red Faction: Guerrilla,PS3,2009,Shooter,THQ,330000,280000,20000,120000
Shenmue,DC,1999,Adventure,Sega,520000,240000,380000,40000
Suikoden II,PS,1998,Role-Playing,Konami Digital Entertainment,150000,100000,380000,40000
Thief (2014),X360,2014,Action,Square Enix,140000,130000,0,30000
Resident Evil Archives: Resident Evil,Wii,2008,Action,Capcom,170000,40000,80000,20000
Borderlands 2,PSV,2014,Shooter,Take-Two Interactive,430000,210000,10000,190000
Dead or Alive 2,DC,2000,Fighting,Acclaim Entertainment,0,0,140000,0
Worms: Open Warfare,DS,2006,Strategy,THQ,50000,30000,0,10000
SWAT: Global Strike Team,XB,2003,Shooter,Vivendi Games,130000,40000,0,10000
NBA in the Zone 2000,N64,2000,Sports,Konami Digital Entertainment,40000,0,0,0
Rockstar Games presents Table Tennis,X360,2006,Sports,Take-Two Interactive,280000,390000,0,90000
BlowOut,XB,2003,Shooter,Zoo Digital Publishing,40000,10000,0,0
Battlestations: Midway,PC,2007,Strategy,Eidos Interactive,0,10000,0,0
Deal or No Deal: The Banker is Back!,DS,2008,Misc,Mindscape,0,200000,0,0
Gormiti: The Lords of Nature!,Wii,2010,Adventure,Konami Digital Entertainment,40000,0,0,0
Family Feud: 2010 Edition,DS,2009,Misc,Ubisoft,250000,0,0,20000
Pro Evolution Soccer 2016,PS4,2015,Sports,Konami Digital Entertainment,130000,420000,130000,100000
Yarudora Series Vol.1: Double Cast,PS,1998,Adventure,Sony Computer Entertainment,0,0,350000,20000
Terminator Salvation,X360,2009,Shooter,Warner Bros. Interactive Entertainment,130000,180000,0,40000
Samurai Warriors,XB,2004,Action,Tecmo Koei,50000,20000,0,0
Jurassic Park: Operation Genesis,XB,2003,Simulation,Konami Digital Entertainment,50000,10000,0,0
WWE SmackDown vs Raw 2008,PSP,2007,Fighting,THQ,450000,470000,0,280000
Moe Moe 2-Ji Daisenryaku 2,PSP,2010,Strategy,System Soft,0,0,10000,0
Shrek SuperSlam,GC,2005,Action,Activision,170000,40000,0,10000
Flip's Twisted World,Wii,,Platform,Unknown,50000,0,0,0
Sakura Sakura: Haru Urara,PSP,2010,Adventure,GN Software,0,0,10000,0
NBA 2K3,XB,2002,Sports,Sega,240000,70000,0,10000
WarioWare Touched!,DS,2004,Puzzle,Nintendo,520000,450000,1210000,130000
Virtua Tennis: World Tour (US & Others sales),PSP,2005,Sports,Sega,160000,360000,0,140000
Amped 3,X360,2005,Sports,Take-Two Interactive,130000,20000,0,10000
Darius II,SAT,1995,Shooter,Taito,0,0,30000,0
Donkey Kong Country,SNES,1994,Platform,Nintendo,4360000,1710000,3000000,230000
Driver,PS,1999,Action,GT Interactive,3110000,2800000,20000,330000
Battle Stations,PS,1997,Strategy,Electronic Arts,430000,290000,0,50000
BoomBots,PS,1999,Fighting,SouthPeak Games,60000,40000,0,10000
Donkey Kong Jungle Beat,GC,2004,Platform,Nintendo,840000,220000,240000,40000
Area 51,PS2,2005,Shooter,Midway Games,220000,170000,0,60000
NHL 16,X360,2015,Sports,Electronic Arts,0,20000,0,0
Boogie,PS2,2007,Misc,Electronic Arts,90000,70000,0,20000
Rock Band Country Track Pack,PS3,2009,Misc,MTV Games,180000,0,0,10000
The Weakest Link,PS,2001,Misc,Activision,50000,30000,0,10000
Bottom of the 9th,N64,1999,Sports,Konami Digital Entertainment,370000,0,0,0
Wiffle Ball Advance,DS,2007,Sports,Zoo Digital Publishing,10000,0,0,0
Bad Boys: Miami Takedown,GC,2004,Shooter,Empire Interactive,30000,10000,0,0
Ninja Gaiden 3,PS3,2012,Action,Tecmo Koei,190000,100000,110000,50000
Tomb Raider: Legend,PSP,2006,Action,Eidos Interactive,90000,240000,0,120000
Assault: Retribution,PS,1998,Action,Telstar,70000,50000,0,10000
Stuart Little 2,GBA,2002,Platform,Activision,330000,120000,0,10000
Brothers in Arms: Hell's Highway,PC,2008,Shooter,Ubisoft,0,20000,0,0
Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,1870000,570000,110000,300000
We Sing 80s,Wii,2012,Misc,Nordic Games,0,10000,0,0
Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,DS,2007,Misc,Namco Bandai Games,0,0,120000,0
Fading Shadows,PSP,2008,Puzzle,Ivolgamus,30000,0,0,0
Harry Potter and the Goblet of Fire,PSP,2005,Action,Electronic Arts,170000,10000,0,20000
Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable,PSP,2005,Misc,Sega,0,0,300000,0
Running Wild,PS,1997,Racing,989 Studios,50000,30000,0,10000
Tornado Outbreak,PS3,2009,Action,Konami Digital Entertainment,80000,0,0,10000
Assault Suit Leynos,PS4,2016,Shooter,Rising Star Games,10000,0,0,0
Crayon Shin-Chan Shokkugan! Densetsu o Yobu Omake Daiketsusen!!,DS,2010,Action,Namco Bandai Games,0,0,90000,0
The Warriors,XB,2005,Action,Take-Two Interactive,210000,60000,0,10000
Silent Hill: Book of Memories,PSV,2012,Action,Konami Digital Entertainment,130000,60000,0,40000
Angry Birds Star Wars,PSV,2013,Strategy,Activision,50000,40000,0,30000
Micro Machines V3,PS,1997,Racing,Codemasters,60000,40000,0,10000
Blue Dragon,X360,2006,Role-Playing,Microsoft Game Studios,300000,330000,210000,80000
Def Jam: Fight for NY,PS2,2004,Fighting,Electronic Arts,860000,670000,0,220000
The Sims 3,X360,2010,Simulation,Electronic Arts,1270000,860000,0,200000
Vanark,PS,1999,Shooter,Jaleco,10000,10000,0,0
Dance Dance Revolution SuperNOVA,PS2,2006,Simulation,Konami Digital Entertainment,870000,30000,0,140000
Zillions of Enemy X: Zetsukai no Crusade,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,20000,0
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,PS2,2005,Sports,Konami Digital Entertainment,0,0,110000,0
Robot Alchemic Drive,PS2,2002,Action,Enix Corporation,30000,30000,0,10000
Bloody Roar 4,PS2,2003,Fighting,Konami Digital Entertainment,50000,40000,0,10000
Atelier Sophie: The Alchemist of the Mysterious Book,PSV,2015,Role-Playing,Tecmo Koei,0,0,60000,0
Record of Lodoss War: Eiyuu Sensou,SCD,1994,Role-Playing,Sega,0,0,60000,0
Virtua Tennis 3,PSP,2007,Sports,Sega,20000,30000,0,10000
Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,PSV,2012,Action,Konami Digital Entertainment,0,0,40000,0
Romance of the Three Kingdoms XII,PS3,2012,Strategy,Tecmo Koei,0,0,90000,0
Sword Art Online: Infinity Moment,PSP,2013,Role-Playing,Namco Bandai Games,0,0,220000,0
Silent Scope,GBA,2002,Shooter,Konami Digital Entertainment,20000,10000,0,0
Seisou no Amazones,3DS,2013,Role-Playing,Arc System Works,0,0,10000,0
Tornado,DS,,Action,Ignition Entertainment,70000,0,0,0
Disney Princess: Enchanted Journey,PS2,2007,Adventure,Disney Interactive Studios,110000,90000,0,30000
Tomb Raider: Legend,DS,2006,Action,Eidos Interactive,40000,20000,0,10000
Doraemon: Nobita to Himitsu Dougu Hakubutsukan,3DS,2013,Action,FuRyu,0,0,70000,0
The Secret Saturdays: Beasts of the 5th Sun,PS2,2009,Action,D3Publisher,50000,20000,0,80000
Sid Meier's Civilization Revolution 2+,PSV,2015,Strategy,Take-Two Interactive,0,0,20000,0
Titanic Mystery,Wii,2010,Puzzle,O-Games,20000,0,0,0
Dynasty Warriors 6 Empires,X360,2009,Action,Tecmo Koei,160000,20000,40000,20000
Metal Gear Solid HD Edition,PS3,2011,Action,Konami Digital Entertainment,0,0,100000,0
Moshi Monsters: Moshlings Theme Park,3DS,2012,Misc,Activision,130000,130000,0,30000
Tsumiki: Block Drop Mania,DS,2007,Action,Nobilis,50000,0,0,0
Monster Jam: Urban Assault,DS,2008,Racing,Activision,370000,0,0,30000
Guitar Freaks V3 & DrumMania V3,PS2,2007,Simulation,Konami Digital Entertainment,0,0,20000,0
F1 2014,X360,2014,Racing,Codemasters,80000,150000,0,20000
Colin McRae Rally,PS,1998,Racing,Codemasters,90000,2430000,120000,220000
Gradius V,PS2,2004,Shooter,Konami Digital Entertainment,50000,40000,0,10000
Eternal Eyes,PS,1999,Role-Playing,Sunsoft,80000,50000,0,10000
Mushishi: Amefuru Sato,DS,2008,Simulation,Marvelous Interactive,0,0,20000,0
Dragon Warrior III,GB,2000,Role-Playing,Enix Corporation,0,0,810000,0
NFL Head Coach,XB,2006,Sports,Electronic Arts,90000,30000,0,0
Backyard Sports Football: Rookie Rush,Wii,2010,Sports,Atari,120000,0,0,10000
Mario vs. Donkey Kong 2: March of the Minis,DS,2006,Puzzle,Nintendo,740000,30000,360000,70000
Major League Baseball 2K7,PSP,2007,Sports,Take-Two Interactive,80000,0,0,10000
Natsuiro High School: Seishun Hakusho,PS3,2015,Action,D3Publisher,0,0,20000,0
Ace Combat: Assault Horizon Legacy,3DS,2011,Simulation,Namco Bandai Games,100000,60000,80000,10000
The Amazing Spider-Man (DS & Mobile Versions),PSP,2009,Action,Eidos Interactive,0,10000,0,0
Terminator 3: The Redemption,XB,2004,Shooter,Atari,50000,10000,0,0
Nitrobike,Wii,2008,Racing,Ubisoft,110000,10000,0,10000
The Chronicles of Narnia: Prince Caspian,X360,2008,Action,Disney Interactive Studios,160000,10000,0,10000
F1 2002,GC,2002,Racing,Electronic Arts,20000,10000,0,0
Rugrats: Search For Reptar,PS,1998,Adventure,THQ,1630000,1530000,0,180000
A.C.E.: Another Century's Episode Portable,PSP,2011,Simulation,Namco Bandai Games,0,0,120000,0
NCAA Football 2005,XB,2004,Sports,Electronic Arts,630000,20000,0,30000
NBA Live 2000,N64,1999,Sports,Electronic Arts,420000,20000,0,0
FIFA Soccer 08,PS3,2007,Sports,Electronic Arts,350000,1070000,20000,320000
"WarioWare, Inc.: Mega MicroGame$",GBA,2003,Puzzle,Nintendo,400000,110000,700000,20000
Lost Planet 2,PS3,2010,Shooter,Capcom,290000,340000,200000,130000
Bully,PS2,2006,Action,Take-Two Interactive,750000,30000,40000,120000
Dementium: The Ward,DS,2007,Shooter,SouthPeak Games,150000,10000,0,10000
Cities: Skylines,PC,2015,Simulation,Paradox Interactive,0,130000,0,10000
Robotech: Battlecry,PS2,2002,Shooter,TDK Mediactive,300000,230000,0,80000
Pro Yaky? Spirits 6,PS3,2009,Sports,Konami Digital Entertainment,0,0,150000,0
The X-Factor,Wii,2010,Misc,Deep Silver,0,290000,0,40000
Guilty Gear Isuka,PS2,2004,Fighting,505 Games,50000,40000,0,10000
Sonic Jam,SAT,1997,Platform,Sega,0,0,120000,0
Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,DS,2008,Action,Namco Bandai Games,0,0,60000,0
Bloody Roar 3,PS2,2001,Fighting,Virgin Interactive,150000,110000,50000,40000
Tiny Toon Adventures: Toonenstein - Dare to Scare,PS,1998,Action,Swing! Entertainment,30000,20000,0,0
The Night of the Rabbit,PC,2013,Adventure,Daedalic Entertainment,0,30000,0,0
James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,1900000,1130000,100000,410000
Ridge Racer V,PS2,2000,Action,Namco Bandai Games,240000,190000,750000,60000
Saihai no Yukue,DS,2008,Strategy,Tecmo Koei,0,0,30000,0
Chronicles of Mystery: Curse of the Ancient Temple,DS,2009,Adventure,City Interactive,70000,110000,0,20000
Clover no Kuni no Alice: Wonderful Wonder World,PSP,2011,Adventure,Quinrose,0,0,20000,0
Madden NFL 07,GBA,2006,Sports,Electronic Arts,20000,10000,0,0
Ultimate Puzzle Games,GBA,2005,Puzzle,Telegames,10000,0,0,0
Pac-Man World 2,PS2,2002,Action,Namco Bandai Games,1260000,50000,0,210000
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,2015,Role-Playing,Idea Factory,0,10000,10000,0
Conflict: Vietnam,PS2,2004,Shooter,SCi,260000,200000,0,70000
World Championship Poker 2: Featuring Howard Lederer,PS2,2005,Misc,Oxygen Interactive,160000,130000,0,40000
Love Plus,DS,2009,Simulation,Konami Digital Entertainment,0,0,260000,0
Heroes of Ruin,3DS,2012,Role-Playing,Nintendo,130000,70000,0,20000
Minna no Chizu,PSP,2006,Misc,Zenrin,0,0,40000,0
Apocalypse,PS,1998,Action,Activision,250000,170000,0,30000
Hajime no Ippo: The Fighting,GBA,2002,Fighting,ESP,0,0,30000,0
Don Bradman Cricket 14,PS3,2014,Sports,Tru Blu Entertainment,0,20000,0,0
Harvest Moon 3D: A New Beginning,3DS,2012,Action,Marvelous Entertainment,410000,170000,290000,50000
Plants vs. Zombies: Garden Warfare,X360,2014,Shooter,Electronic Arts,510000,540000,0,100000
Peter Jackson's King Kong: The Official Game of the Movie,XB,2005,Action,Ubisoft,340000,170000,0,20000
Dragon Quest Monsters: Battle Road Victory,Wii,2010,Strategy,Square Enix,0,0,320000,0
Treasure Report: Kikai Jikake no Isan,DS,2011,Adventure,Namco Bandai Games,0,0,50000,0
Megamania,2600,1981,Shooter,Activision,1030000,60000,0,10000
Hiiro no Kakera 3: Aoikuro no Kusabi,PS2,2008,Adventure,Idea Factory,0,0,30000,0
Power Play Pool,DS,2006,Sports,System 3 Arcade Software,30000,0,0,0
Brothers In Arms: Road to Hill 30,PS2,2005,Shooter,Ubisoft,380000,10000,0,60000
MX 2002 Featuring Ricky Carmichael,GBA,2001,Racing,THQ,110000,40000,0,0
Kameo: Elements of Power,X360,2005,Action,Microsoft Game Studios,280000,30000,0,30000
Mega Man X8,PS2,2004,Platform,Capcom,140000,110000,0,40000
UEFA Euro 2004: Portugal,PS2,2004,Sports,Electronic Arts,70000,50000,0,20000
Nanatsuiro * Drops Pure!!,PS2,2007,Adventure,Media Works,0,0,20000,0
F1 Racing Championship,PS,2000,Racing,Video System,60000,40000,0,10000
Deathtrap Dungeon,PS,1998,Action,Eidos Interactive,190000,130000,0,20000
Jim Henson's Muppets in Spy Muppets: License to Croak,GBA,2003,Action,TDK Mediactive,40000,10000,0,0
Asphalt: Injection,PSV,2011,Action,Ubisoft,140000,60000,0,40000
Resident Evil - Code: Veronica X,GC,2003,Action,Capcom,50000,10000,0,0
Need for Speed Carbon,PS2,2006,Racing,Electronic Arts,1220000,50000,50000,10000
The Cheetah Girls,GBA,2006,Misc,Disney Interactive Studios,10000,0,0,0
N3 II: Ninety-Nine Nights,X360,2010,Action,Microsoft Game Studios,60000,70000,40000,10000
WWE Survivor Series,GBA,2004,Fighting,THQ,90000,40000,0,0
Smart Kid's Party Fun Pak,DS,2008,Misc,UFO Interactive,50000,0,0,0
Hello Kitty: Roller Rescue,PC,2005,Action,Empire Interactive,0,30000,0,0
Army Men: RTS,GC,2004,Strategy,Global Star,50000,10000,0,0
The Idolm@ster: Live for You!,X360,2008,Misc,Namco Bandai Games,0,0,70000,0
My Baby Girl,DS,2008,Simulation,Nobilis,610000,100000,0,60000
Hitman Trilogy,PS2,2007,Action,Eidos Interactive,50000,40000,0,10000
Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,2005,Action,THQ,110000,40000,0,0
Tetris DS,DS,2006,Puzzle,Nintendo,640000,70000,1350000,80000
Dramatic Dungeon: Sakura Wars - Kimi Arugatame,DS,2008,Role-Playing,Sega,0,0,50000,0
Angelique: Maren no Rokukishi,PSP,2011,Adventure,Idea Factory,0,0,30000,0
Houshinengi,PS,1998,Strategy,Tecmo Koei,0,0,130000,10000
Hot Shots Tennis: Get a Grip,PSP,2010,Sports,Sony Computer Entertainment,60000,0,130000,10000
My Japanese Coach,DS,2008,Misc,Ubisoft,250000,0,0,20000
Dragon Ball Z: Extreme Butoden,3DS,2015,Fighting,Namco Bandai Games,120000,30000,160000,20000
"WarioWare, Inc.: Mega Party Game$",GC,2003,Puzzle,Nintendo,200000,50000,440000,20000
Watch Dogs,PC,2014,Action,Ubisoft,140000,260000,0,50000
Hot Wheels Turbo Racing,N64,1999,Racing,Electronic Arts,250000,60000,0,0
428: Fuusa Sareta Shibuya de,PS3,2009,Adventure,Spike,0,0,20000,0
Spider-Man: Edge of Time,X360,2011,Action,Activision,180000,50000,0,20000
Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,GBA,2004,Misc,Nintendo,130000,50000,0,0
Robots,DS,2005,Action,Vivendi Games,120000,10000,0,10000
Knights Contract,X360,2011,Action,Namco Bandai Games,50000,30000,0,10000
Naruto Shippuden: Shinobi Rumble,DS,2010,Fighting,Takara Tomy,30000,0,50000,0
Tiger Woods PGA Tour 06,PSP,2005,Sports,Electronic Arts,180000,0,0,10000
Record of Agarest War Zero,X360,2010,Strategy,Compile Heart,90000,0,0,10000
Rock Band Country Track Pack,Wii,2009,Misc,MTV Games,420000,0,0,30000
City Crisis,PS2,2001,Simulation,Take-Two Interactive,60000,50000,0,20000
Bakugan: Battle Brawlers,DS,2009,Action,Activision,1270000,20000,0,90000
Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,PSP,2010,Role-Playing,Nippon Ichi Software,70000,0,60000,10000
Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games,1430000,1130000,50000,300000
Fishing Master,Wii,2007,Misc,Konami Digital Entertainment,290000,0,0,20000
Winning Post 6,PS2,2003,Sports,Tecmo Koei,0,0,90000,0
Ty the Tasmanian Tiger 3: Night of the Quinkan,GC,2005,Action,Activision,70000,20000,0,0
George of the Jungle and the Search for the Secret,Wii,2008,Platform,Ignition Entertainment,20000,0,0,0
Crafting Mama,DS,2010,Simulation,505 Games,400000,210000,10000,50000
FIFA Soccer 10,PC,2009,Sports,Electronic Arts,0,40000,0,10000
"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PSP,2011,Misc,Idea Factory,0,0,30000,0
Too Human,X360,2008,Role-Playing,Microsoft Game Studios,380000,300000,30000,80000
Sid Meier's Civilization Revolution,DS,2008,Strategy,Take-Two Interactive,380000,30000,20000,40000
Cars: Race-O-Rama,X360,2009,Racing,THQ,140000,10000,0,10000
Ford Racing Off Road,PSP,2008,Racing,Xplosiv,50000,80000,0,20000
WCW vs. nWo: World Tour,N64,1997,Fighting,THQ,1370000,280000,30000,20000
Eve: The Lost One,SAT,1998,Adventure,Imagineer,0,0,160000,0
Triple Play 2000,N64,1999,Sports,Electronic Arts,270000,10000,0,0
"Carnival Games: Monkey See, Monkey Do!",X360,2011,Misc,Take-Two Interactive,140000,160000,0,30000
How to Train Your Dragon,PS3,2010,Action,Activision,120000,40000,0,20000
The Cursed Crusade,PS3,2011,Action,DTP Entertainment,70000,70000,10000,30000
Gintama no Sugoroku,PSP,2013,Action,Namco Bandai Games,0,0,60000,0
Dragon Slayer: The Legend of Heroes,SNES,1992,Role-Playing,Epoch,0,0,70000,0
Oddworld: Abe's Exoddus,PS,1998,Platform,GT Interactive,550000,380000,0,60000
Chaotic: Shadow Warriors,DS,2009,Action,Activision,170000,0,0,10000
Tiger Woods PGA Tour,PSP,2005,Sports,Electronic Arts,190000,0,0,20000
Pokemon Battle Revolution,Wii,2006,Role-Playing,Nintendo,800000,380000,300000,130000
Wappy Dog,DS,2011,Simulation,Activision,270000,0,0,20000
Daibakushou: Jinsei Gekijou,SNES,1995,Misc,Taito,0,0,30000,0
NBA Live 16,PS4,2015,Sports,Electronic Arts,100000,40000,0,30000
Girls Mode 3: Kirakira Code,3DS,2015,Action,Nintendo,0,0,230000,0
Sesame Street: Cookie's Counting Carnival,DS,2010,Misc,Warner Bros. Interactive Entertainment,260000,0,0,20000
11eyes: CrossOver,PSP,2010,Adventure,5pb,0,0,20000,0
Ridge Racer Unbounded,PC,2012,Racing,Namco Bandai Games,0,20000,0,0
No Rules: Get Phat,GBA,2001,Action,TDK Mediactive,30000,10000,0,0
'98 Koshien,PS,1998,Sports,Magical Company,150000,100000,120000,30000
Super Heroine Chronicle,PS3,2014,Role-Playing,Namco Bandai Games,0,0,30000,0
Age of Empires III: Gold Edition,PC,2007,Strategy,Microsoft Game Studios,0,20000,0,10000
LEGO The Hobbit,WiiU,2014,Action,Warner Bros. Interactive Entertainment,100000,110000,0,20000
Fire Emblem: Thracia 776,SNES,1999,Strategy,Nintendo,0,0,260000,0
Breakdown,XB,2004,Adventure,Electronic Arts,90000,30000,0,0
